,Shape,Price,Carat,Cut,Color,Clarity,Polish,Symmetry,Depth,Table,L/W
325,Round,173011,4.01,Ideal,D,VS1,Excellent,Excellent,62.5,57,1.01
326,Round,172317,5.83,Ideal,I,VS2,Excellent,Excellent,61.1,58,1
327,Round,172050,5.01,Ideal,G,VS1,Excellent,Excellent,61.9,56,1
328,Marquise,171623,5.01,Very Good,F,VS2,Excellent,Excellent,61.3,56,2.02
329,Round,171569,5.06,Ideal,G,VS2,Excellent,Excellent,59.4,59,1
330,Oval,171509,5.02,Good,F,VS2,Very Good,Good,55.0,54,1.36
331,Round,171439,4.01,Ideal,E,VVS2,Excellent,Excellent,60.5,60,1.01
332,Heart,171267,4.02,Good,E,IF,Excellent,Very Good,62.0,56,0.93
333,Round,171255,3.74,Ideal,D,VVS2,Excellent,Excellent,62.3,56,1.01
334,Round,171072,5.28,Ideal,F,VS1,Excellent,Excellent,60.1,59,1.01
335,Round,171010,3.7,Ideal,E,VVS1,Very Good,Excellent,62.1,57,1.01
336,Cushion,170731,5.31,Very Good,F,VS2,Excellent,Excellent,67.6,59,1
337,Round,170037,5.27,Ideal,F,VS1,Excellent,Excellent,61.9,58,1.01
338,Round,169947,5.56,Ideal,H,VS2,Excellent,Excellent,61.9,55,1
339,Asscher,169878,5.01,Very Good,E,VS1,Excellent,Excellent,66.5,61,1.02
340,Oval,169780,4.01,Very Good,D,VS1,Excellent,Excellent,60.8,61,1.46
341,Round,169365,5.03,Ideal,G,VVS1,Excellent,Excellent,62.6,59,1.01
342,Round,169131,4.13,Ideal,F,VVS1,Excellent,Excellent,61.1,59,1
343,Round,168815,3.72,Ideal,D,IF,Excellent,Excellent,61.7,58,1.01
344,Round,168326,3.32,Ideal,D,VVS2,Excellent,Excellent,62.7,57,1.01
345,Round,168192,6.51,Ideal,H,FL,Excellent,Excellent,62.9,58,1.01
346,Round,168126,4.5,Ideal,D,VS2,Excellent,Excellent,60.3,57,1
347,Round,167877,4.8,Ideal,G,VS1,Excellent,Excellent,61.9,59,1.01
348,Round,167598,4.86,Ideal,G,VVS2,Excellent,Excellent,62.7,58,1
349,Round,167546,4.46,Very Good,F,VS1,Excellent,Very Good,58.9,59,1
350,Round,167541,4.03,Ideal,G,VVS1,Excellent,Excellent,62.7,58,1.01
351,Oval,167291,4.59,Very Good,E,VS1,Very Good,Very Good,64.0,60,1.42
352,Round,166986,5.02,Ideal,F,VS1,Excellent,Very Good,62.4,56,1.01
353,Round,166046,8.01,Ideal,I,VS2,Excellent,Excellent,62.5,59,1.01
354,Round,165944,4.01,Ideal,D,VS1,Excellent,Excellent,62.2,58,1
355,Radiant,165299,6.01,Very Good,G,VS1,Very Good,Good,62.3,74,1
356,Round,165240,4.0,Ideal,F,VS1,Excellent,Excellent,61.4,55,1.01
357,Round,164862,4.14,Ideal,F,VVS2,Excellent,Excellent,60.1,59,1.01
358,Round,164790,5.02,Very Good,E,VS1,Excellent,Excellent,62.1,60,1.01
359,Asscher,164497,5.03,Very Good,E,VVS2,Excellent,Very Good,68.2,64,1.01
360,Round,164482,5.02,Ideal,G,VS2,Excellent,Excellent,61.0,58,1.01
361,Round,163786,5.03,Ideal,H,VVS1,Excellent,Excellent,62.6,56,1
362,Round,163127,5.32,Ideal,H,IF,Excellent,Excellent,61.2,59,1
363,Round,163098,3.4,Ideal,D,VVS2,Excellent,Excellent,61.4,57,1
364,Round,162311,3.7,Ideal,D,VVS2,Excellent,Excellent,62.0,59,1
365,Round,162224,4.01,Ideal,E,VVS2,Excellent,Excellent,60.5,60,1.01
366,Round,162080,4.7,Ideal,G,VVS2,Excellent,Excellent,60.0,56,1
367,Emerald,161750,6.04,Very Good,E,VS2,Excellent,Excellent,65.4,61,1.32
368,Round,161610,4.01,Ideal,F,VVS1,Excellent,Excellent,61.3,60,1
369,Round,161314,5.01,Ideal,H,VVS1,Excellent,Excellent,61.3,58,1
370,Pear,161314,4.69,Very Good,D,VS2,Very Good,Very Good,61.5,62,1.55
371,Asscher,160794,5.11,Good,F,VS2,Excellent,Excellent,57.7,67,1
372,Pear,160748,3.11,Very Good,D,FL,Excellent,Excellent,63.1,63,1.59
373,Round,160499,5.14,Ideal,E,VS1,Excellent,Excellent,61.7,57,1
374,Cushion,160487,5.08,Very Good,D,VS1,Excellent,Very Good,67.9,64,1.11
375,Radiant,160478,4.06,Very Good,E,VS2,Very Good,Very Good,69.8,70,1.09
376,Round,160209,3.72,Ideal,D,VVS2,Excellent,Excellent,62.8,58,1.01
377,Asscher,160176,5.03,Very Good,G,VVS2,Very Good,Very Good,67.9,68,1.03
378,Pear,159798,5.02,Very Good,G,VS1,Very Good,Very Good,60.1,61,1.43
379,Cushion,159794,4.01,Very Good,D,VS1,Excellent,Very Good,69.4,62,1.01
380,Asscher,159206,5.06,Good,F,VS2,Very Good,Very Good,63.8,74,1.01
381,Emerald,158998,4.01,Very Good,D,VVS1,Excellent,Very Good,67.2,60,1.34
382,Oval,158875,3.7,Very Good,D,FL,Excellent,Excellent,63.1,57,1.44
383,Oval,158409,3.05,Very Good,D,IF,Excellent,Very Good,62.8,59,1.48
384,Round,158273,7.02,Ideal,J,VVS2,Excellent,Excellent,62.8,58,1.01
385,Heart,158151,4.29,Very Good,F,VVS2,Very Good,Very Good,57.6,58,0.89
386,Round,157971,7.02,Very Good,I,VVS2,Excellent,Excellent,63.4,57,1.01
387,Princess,157940,10.06,Very Good,J,SI2,Excellent,Excellent,71.2,72,1.02
388,Round,157904,3.9,Ideal,E,VVS2,Excellent,Excellent,62.7,56,1.01
389,Round,157624,4.07,Ideal,F,VS1,Excellent,Excellent,61.9,56,1
390,Pear,157555,5.02,Very Good,F,VS2,Excellent,Very Good,63.0,58,1.52
391,Emerald,157499,4.35,Very Good,F,VVS2,Very Good,Good,62.1,63,1.36
392,Princess,157488,5.29,Very Good,F,VS2,Excellent,Excellent,71.6,67,1.01
393,Oval,157359,5.46,Very Good,G,VS1,Excellent,Excellent,58.2,55,1.34
394,Emerald,157251,4.01,Good,D,VVS2,Good,Good,62.9,73,1.21
395,Emerald,156872,4.47,Very Good,E,VS2,Excellent,Very Good,60.8,59,1.23
396,Emerald,156538,5.03,Very Good,F,VVS1,Excellent,Excellent,65.3,63,1.35
397,Round,156472,4.31,Ideal,G,VVS1,Excellent,Excellent,60.2,59,1.01
398,Cushion,155972,5.01,Very Good,E,VS2,Excellent,Very Good,67.5,63,1.08
399,Round,155787,5.22,Ideal,H,VS1,Excellent,Excellent,59.8,57,1
400,Pear,154820,5.01,Very Good,D,VS2,Excellent,Excellent,62.1,60,1.52
401,Round,154420,5.12,Ideal,H,VVS2,Excellent,Excellent,62.5,59,1
402,Round,154366,4.56,Ideal,E,VS2,Excellent,Excellent,62.1,56,1
403,Princess,154030,5.3,Very Good,E,VS1,Excellent,Excellent,72.0,68,1.01
404,Round,153863,2.9,Ideal,D,IF,Excellent,Excellent,61.8,56,1.01
405,Round,153751,4.02,Ideal,E,VS1,Excellent,Excellent,62.1,57,1
406,Round,153612,4.02,Ideal,F,VS1,Excellent,Excellent,60.0,60,1
407,Oval,153349,4.67,Very Good,E,VS1,Excellent,Excellent,62.6,57,1.42
408,Round,153281,3.08,Ideal,D,VVS1,Excellent,Excellent,62.4,57,1.01
409,Round,153123,4.02,Ideal,F,VVS2,Excellent,Excellent,61.8,59,1
410,Pear,153017,5.12,Very Good,E,VS2,Good,Very Good,63.1,61,1.37
411,Round,152679,4.07,Ideal,F,VVS2,Excellent,Excellent,62.2,56,1.01
412,Round,152426,6.18,Ideal,J,VVS2,Excellent,Excellent,60.5,59,1.01
413,Round,152202,4.4,Ideal,E,VS1,Excellent,Excellent,61.8,57,1
414,Round,152108,5.03,Ideal,F,VS1,Excellent,Excellent,62.1,58,1.01
415,Pear,152091,5.07,Very Good,G,VS2,Very Good,Very Good,62.9,61,1.61
416,Round,151955,4.59,Ideal,G,VVS2,Excellent,Excellent,62.6,57,1
417,Round,151852,6.21,Ideal,I,VVS2,Excellent,Excellent,60.3,61,1
418,Round,151404,5.02,Ideal,H,VVS2,Excellent,Excellent,59.1,61,1
419,Round,151402,5.05,Ideal,G,VS1,Excellent,Excellent,60.7,60,1
420,Round,151396,4.5,Ideal,F,VS2,Excellent,Excellent,62.9,58,1.01
421,Oval,151183,4.53,Very Good,E,VS2,Very Good,Very Good,63.3,57,1.42
422,Round,151036,5.04,Ideal,G,VVS1,Excellent,Excellent,60.5,60,1.01
423,Emerald,150997,4.53,Very Good,E,VVS2,Very Good,Very Good,65.6,65,1.27
424,Oval,150621,5.01,Very Good,F,VVS2,Excellent,Excellent,62.3,60,1.36
425,Radiant,150005,4.71,Very Good,E,VS1,Very Good,Very Good,70.7,62,1.09
426,Round,150005,5.19,Ideal,H,VS1,Excellent,Excellent,62.7,57,1.01
427,Cushion,149925,5.54,Very Good,H,VS1,Excellent,Very Good,63.0,64,1.17
428,Emerald,149471,5.5,Very Good,H,VVS1,Very Good,Very Good,69.4,69,1.48
429,Round,149407,3.27,Ideal,E,FL,Excellent,Excellent,61.9,58,1
430,Pear,149401,4.84,Good,D,VS2,Excellent,Excellent,64.9,51,1.56
431,Round,149312,5.01,Ideal,F,SI1,Very Good,Very Good,59.5,60,1
432,Oval,149300,4.12,Very Good,E,VS1,Very Good,Very Good,59.7,61,1.44
433,Round,149127,5.01,Ideal,D,SI1,Excellent,Excellent,59.8,59,1.01
434,Oval,148975,5.01,Very Good,G,VS1,Excellent,Excellent,60.9,62,1.35
435,Marquise,148373,3.01,Good,D,IF,Very Good,Very Good,67.0,55,2.16
436,Pear,147960,4.7,Good,F,VS2,Very Good,Very Good,56.4,67,1.53
437,Round,147880,4.95,Ideal,H,VS1,Excellent,Excellent,60.3,60,1.01
438,Pear,147872,5.03,Very Good,H,VS1,Excellent,Excellent,60.7,57,1.46
439,Oval,147481,3.92,Very Good,E,VVS1,Very Good,Very Good,60.1,63,1.47
440,Round,147410,7.15,Ideal,J,VS1,Excellent,Excellent,62.5,56,1
441,Heart,147147,4.23,Good,D,VS2,Excellent,Very Good,51.9,56,0.91
442,Round,147070,4.5,Ideal,G,VS1,Excellent,Excellent,62.9,58,1
443,Round,146920,9.11,Ideal,J,SI2,Excellent,Excellent,62.3,57,1.01
444,Princess,146814,3.01,Good,D,IF,Very Good,Very Good,69.5,78,1.02
445,Princess,146700,4.22,Very Good,E,VVS1,Excellent,Very Good,70.0,72,1.02
446,Princess,146659,5.22,Very Good,E,VS2,Excellent,Excellent,71.5,71,1.01
447,Round,146502,6.21,Ideal,J,VS1,Excellent,Excellent,61.9,59,1.01
448,Pear,146420,3.13,Very Good,D,IF,Excellent,Very Good,62.7,55,1.56
449,Round,146405,5.05,Ideal,F,SI1,Excellent,Excellent,62.4,59,1.01
450,Round,146260,5.08,Ideal,H,VS1,Excellent,Excellent,61.6,58,1.01
451,Round,146186,7.0,Ideal,J,VS2,Excellent,Excellent,60.5,60,1.01
452,Oval,146134,5.5,Very Good,H,VVS2,Excellent,Excellent,62.1,55,1.33
453,Pear,146130,4.01,Very Good,E,VVS2,Excellent,Excellent,62.9,57,1.52
454,Round,146061,3.7,Ideal,E,VVS2,Excellent,Excellent,59.5,60,1
455,Round,145893,5.26,Ideal,I,VS1,Excellent,Excellent,60.5,59,1.01
456,Round,145764,3.87,Ideal,F,VS1,Excellent,Excellent,62.8,55,1.01
457,Cushion,145711,6.02,Very Good,F,VS2,Excellent,Excellent,68.5,59,1.09
458,Round,145691,3.82,Ideal,D,VS1,Excellent,Excellent,61.8,57,1.01
459,Round,145633,5.01,Ideal,G,VS1,Excellent,Excellent,63.0,58,1
460,Emerald,145510,3.02,Very Good,D,IF,Good,Good,66.2,63,1.39
461,Cushion,145391,3.23,Very Good,D,IF,Very Good,Very Good,63.2,65,1.16
462,Round,145258,8.02,Ideal,J,SI2,Excellent,Excellent,62.9,56,1.01
463,Round,145015,3.89,Ideal,E,VS2,Excellent,Excellent,59.8,60,1
464,Emerald,144656,5.5,Very Good,E,VS2,Very Good,Very Good,64.8,64,1.16
465,Emerald,144508,4.5,Very Good,F,VVS2,Excellent,Excellent,68.7,65,1.36
466,Pear,144323,3.18,Good,D,IF,Good,Good,54.2,57,1.51
467,Round,144262,6.04,Ideal,I,VS1,Excellent,Excellent,58.9,60,1.01
468,Emerald,144217,5.42,Very Good,H,VVS1,Excellent,Excellent,65.6,66,1.25
469,Radiant,144201,5.02,Good,G,VS1,Very Good,Good,74.1,72,1.15
470,Princess,143918,4.53,Very Good,F,VS1,Excellent,Very Good,72.2,71,1.02
471,Marquise,143393,3.03,Very Good,D,IF,Very Good,Very Good,62.9,57,2.09
472,Asscher,143148,7.16,Very Good,J,VS1,Very Good,Very Good,61.5,65,1.01
473,Round,142955,4.23,Ideal,G,VVS2,Excellent,Excellent,62.1,57,1.01
474,Round,142643,6.17,Ideal,I,VS1,Excellent,Excellent,62.6,58,1.01
475,Cushion,142468,5.0,Very Good,F,VS1,Excellent,Excellent,67.9,60,1.03
476,Round,142188,3.27,Ideal,D,IF,Excellent,Excellent,62.7,56,1.01
477,Round,142065,5.0,Very Good,F,VS1,Excellent,Excellent,61.5,61,1.01
478,Cushion,141936,5.04,Good,F,VS2,Very Good,Good,70.4,61,1.04
479,Marquise,141837,4.03,Very Good,E,VS1,Excellent,Very Good,63.6,56,1.93
480,Emerald,141742,5.04,Good,G,VS1,Excellent,Excellent,70.9,67,1.28
481,Round,141503,4.09,Ideal,F,VS1,Excellent,Excellent,59.0,59,1.01
482,Round,141492,5.39,Ideal,H,VS2,Excellent,Excellent,62.2,56,1.01
483,Round,141432,5.41,Ideal,E,SI1,Excellent,Excellent,62.7,56,1.01
484,Round,141288,4.04,Very Good,D,VS1,Excellent,Very Good,62.3,56,1
485,Marquise,141120,3.58,Very Good,D,IF,Excellent,Excellent,58.6,56,1.98
486,Round,140946,3.05,Ideal,D,VVS1,Excellent,Excellent,60.7,59,1.01
487,Round,140891,5.34,Ideal,H,VS1,Excellent,Excellent,61.6,60,1.01
488,Round,140806,4.01,Ideal,F,VS1,Excellent,Excellent,62.6,56,1
489,Oval,140589,4.1,Very Good,D,IF,Very Good,Good,61.8,54,1.47
490,Round,140483,3.05,Ideal,F,IF,Excellent,Excellent,62.3,55,1.01
491,Cushion,140440,5.07,Very Good,F,VS2,Excellent,Very Good,66.4,61,1.09
492,Oval,140426,4.02,Very Good,D,VS1,Excellent,Excellent,59.0,58,1.42
493,Round,140081,5.02,Ideal,E,VS2,Excellent,Excellent,62.2,56,1
494,Round,139751,5.0,Ideal,G,VS2,Excellent,Excellent,60.8,61,1.01
495,Round,139651,3.87,Ideal,D,VS2,Excellent,Excellent,62.3,58,1
496,Emerald,139282,4.01,Very Good,D,VVS2,Excellent,Excellent,66.6,62,1.37
497,Emerald,139268,5.12,Very Good,H,VS2,Good,Good,61.3,69,1.3
498,Round,139214,3.0,Ideal,D,VVS1,Excellent,Excellent,63.2,57,1.01
499,Round,139104,3.53,Ideal,F,VVS1,Excellent,Excellent,62.4,59,1.01
500,Cushion,139103,4.49,Very Good,E,VS1,Excellent,Excellent,69.2,63,1.06
501,Pear,139068,4.18,Very Good,F,VS2,Excellent,Very Good,63.2,52,1.63
502,Oval,138898,5.05,Good,G,VS1,Excellent,Very Good,56.9,63,1.42
503,Pear,138849,4.19,Very Good,D,VS1,Very Good,Very Good,59.9,57,1.61
504,Oval,138771,3.61,Good,D,VVS2,Very Good,Very Good,56.2,61,1.28
505,Emerald,138668,5.07,Very Good,F,VS2,Excellent,Excellent,66.4,63,1.4
506,Oval,138631,4.06,Very Good,F,VVS2,Excellent,Excellent,63.2,54,1.37
507,Round,138485,5.18,Ideal,I,IF,Excellent,Excellent,60.4,59,1.01
508,Emerald,138466,5.51,Very Good,G,VVS1,Excellent,Very Good,67.4,63,1.36
509,Emerald,138374,3.25,Good,D,IF,Excellent,Very Good,68.6,56,1.44
510,Pear,137966,3.04,Very Good,D,IF,Very Good,Good,58.8,56,1.55
511,Marquise,137818,3.0,Very Good,D,IF,Excellent,Very Good,62.9,52,2.15
512,Round,137653,7.75,Very Good,J,SI2,Very Good,Excellent,62.7,58,1
513,Round,137605,3.31,Ideal,E,VVS1,Excellent,Excellent,62.4,56,1
514,Round,137569,4.02,Ideal,F,VS1,Excellent,Excellent,61.5,59,1
515,Oval,137290,3.05,Very Good,D,IF,Very Good,Very Good,62.4,55,1.31
516,Radiant,137173,4.71,Very Good,G,VS1,Good,Good,69.5,73,1.21
517,Round,137069,3.25,Ideal,E,VVS1,Excellent,Excellent,62.5,56,1
518,Round,136767,5.21,Ideal,H,VS2,Excellent,Excellent,61.6,57,1.01
519,Round,136681,4.89,Ideal,G,VS2,Excellent,Excellent,61.4,56,1.01
520,Round,136368,5.53,Ideal,H,VS2,Excellent,Excellent,62.1,59,1
521,Heart,135955,4.44,Very Good,H,IF,Excellent,Excellent,55.1,64,0.91
522,Round,135946,5.03,Very Good,F,VS1,Very Good,Excellent,63.8,58,1.01
523,Round,135938,8.11,Ideal,J,SI2,Excellent,Excellent,62.7,59,1.01
524,Emerald,135825,3.73,Good,E,IF,Very Good,Very Good,57.4,66,1.34
525,Round,135759,5.01,Ideal,H,VS1,Excellent,Very Good,62.7,56,1
526,Emerald,135710,4.91,Very Good,G,VS1,Very Good,Good,66.9,61,1.26
527,Round,135563,4.85,Ideal,G,VS2,Excellent,Excellent,62.7,58,1
528,Round,135283,4.84,Ideal,G,VS2,Excellent,Excellent,62.0,57,1
529,Emerald,134832,4.12,Good,E,VS2,Very Good,Very Good,64.3,73,1.36
530,Round,134410,3.11,Ideal,E,IF,Excellent,Excellent,62.0,57,1
531,Round,134362,4.67,Ideal,G,VS1,Excellent,Excellent,62.3,57,1.01
532,Cushion,134177,5.02,Good,E,VS2,Very Good,Good,72.5,68,1.05
533,Emerald,133505,5.04,Very Good,D,VS2,Excellent,Excellent,67.0,70,1.4
534,Round,133302,3.13,Ideal,E,VVS2,Excellent,Excellent,60.7,57,1.01
535,Round,133215,6.0,Ideal,I,VS1,Excellent,Excellent,61.0,60,1.01
536,Pear,133018,3.24,Very Good,D,IF,Excellent,Very Good,64.5,58,1.49
537,Round,132852,3.15,Ideal,D,VVS2,Excellent,Excellent,61.3,58,1.01
538,Pear,132540,4.08,Very Good,G,VVS1,Excellent,Excellent,60.6,64,1.61
539,Round,132497,6.0,Ideal,J,VVS2,Excellent,Excellent,62.6,58,1
540,Round,132388,3.01,Ideal,E,VVS1,Excellent,Excellent,61.9,60,1.01
541,Round,132368,3.04,Ideal,D,VVS1,Excellent,Excellent,61.1,59,1
542,Heart,132173,4.01,Very Good,E,VS1,Excellent,Excellent,58.7,60,0.88
543,Marquise,131773,3.12,Good,D,IF,Very Good,Good,68.8,66,2.22
544,Round,131389,5.01,Ideal,D,SI1,Excellent,Excellent,61.1,62,1.01
545,Round,131212,4.31,Ideal,G,VS1,Excellent,Excellent,60.5,60,1.01
546,Round,131016,5.02,Ideal,E,VS2,Excellent,Excellent,62.1,57,1
547,Round,130951,4.4,Ideal,F,VS2,Excellent,Excellent,62.3,57,1
548,Round,130933,4.02,Very Good,G,VS1,Very Good,Very Good,61.1,59,1.01
549,Pear,130813,4.02,Very Good,F,VVS2,Excellent,Very Good,65.8,55,1.57
550,Pear,130813,4.02,Very Good,F,VVS2,Very Good,Good,62.8,57,1.58
551,Round,130704,2.91,Ideal,D,IF,Excellent,Excellent,62.1,59,1
552,Round,130575,5.15,Ideal,F,SI1,Excellent,Excellent,62.2,59,1.01
553,Round,130441,5.32,Ideal,F,VS2,Excellent,Excellent,62.9,57,1
554,Round,130438,5.04,Ideal,I,IF,Excellent,Excellent,62.7,57,1.01
555,Oval,130370,4.01,Very Good,D,VS1,Excellent,Excellent,61.0,57,1.37
556,Round,130321,3.09,Ideal,D,VVS2,Excellent,Excellent,60.4,60,1
557,Pear,130177,5.04,Very Good,H,VS1,Excellent,Excellent,63.2,60,1.51
558,Cushion,130106,5.01,Very Good,G,VS1,Excellent,Very Good,66.4,64,1.09
559,Radiant,130098,5.03,Very Good,H,VS2,Very Good,Very Good,68.7,72,1.21
560,Cushion,130061,5.01,Very Good,F,VS2,Excellent,Very Good,68.7,60,1.07
561,Cushion,129887,4.55,Very Good,D,VS2,Excellent,Very Good,68.2,60,1.15
562,Round,129583,4.02,Ideal,G,VS1,Excellent,Excellent,61.3,57,1.01
563,Round,129446,5.07,Ideal,H,VS2,Excellent,Excellent,60.9,59,1
564,Round,129409,5.35,Ideal,H,VS2,Excellent,Excellent,60.7,59,1.01
565,Oval,129331,3.01,Very Good,D,FL,Excellent,Excellent,63.1,57,1.46
566,Pear,129287,4.03,Very Good,E,IF,Very Good,Good,65.6,63,1.48
567,Emerald,129198,4.44,Very Good,G,VS1,Very Good,Very Good,67.5,58,1.35
568,Round,129080,4.19,Ideal,G,VVS2,Excellent,Excellent,60.6,60,1.01
569,Emerald,128857,4.1,Very Good,E,VVS2,Excellent,Excellent,65.9,67,1.31
570,Asscher,128695,5.04,Very Good,F,VS2,Excellent,Excellent,66.2,65,1.01
571,Oval,128461,3.5,Very Good,D,IF,Excellent,Very Good,58.5,62,1.4
572,Round,128439,6.1,Ideal,I,VS2,Excellent,Excellent,61.8,56,1.01
573,Oval,128411,3.73,Good,E,VVS1,Very Good,Very Good,55.6,59,1.5
574,Round,127854,4.73,Ideal,G,VS1,Excellent,Excellent,62.2,58,1.01
575,Asscher,127677,5.01,Very Good,F,VS1,Excellent,Excellent,69.0,64,1
576,Round,127652,8.0,Ideal,J,SI2,Excellent,Excellent,62.6,57,1
577,Round,127599,5.55,Ideal,G,VS1,Excellent,Excellent,62.1,58,1.01
578,Emerald,127494,4.99,Very Good,F,VS1,Excellent,Excellent,68.3,67,1.31
579,Oval,127447,4.02,Very Good,E,VS1,Very Good,Very Good,63.6,58,1.39
580,Round,127172,4.26,Ideal,E,VS2,Excellent,Excellent,62.2,57,1.01
581,Round,127067,5.73,Ideal,G,SI1,Excellent,Excellent,62.2,58,1.01
582,Round,127054,3.55,Ideal,D,VS2,Excellent,Excellent,59.8,61,1.01
583,Radiant,127054,3.53,Very Good,D,VVS1,Very Good,Very Good,71.5,64,1.26
584,Round,127000,3.7,Ideal,D,VS1,Excellent,Excellent,62.2,58,1.01
585,Oval,126298,4.03,Good,F,VVS2,Very Good,Very Good,66.3,53,1.42
586,Emerald,126029,4.46,Very Good,G,VS1,Good,Good,65.2,65,1.35
587,Round,126026,3.0,Very Good,D,IF,Excellent,Excellent,63.8,55,1.01
588,Asscher,125934,5.55,Very Good,G,VS2,Excellent,Excellent,66.2,66,1
589,Marquise,125839,3.03,Very Good,D,IF,Excellent,Excellent,62.7,52,2.25
590,Round,125808,3.51,Ideal,E,VS2,Excellent,Excellent,59.2,59,1
591,Round,125653,5.03,Very Good,H,VS1,Excellent,Excellent,59.1,62,1
592,Pear,125643,4.09,Very Good,F,VVS1,Excellent,Excellent,58.1,56,1.6
593,Radiant,125572,5.0,Very Good,D,VS2,Very Good,Good,71.7,69,1.16
594,Cushion,125527,5.07,Good,G,VVS2,Excellent,Very Good,69.6,63,1.08
595,Radiant,125525,3.18,Very Good,D,FL,Excellent,Excellent,64.4,68,1.31
596,Cushion,125520,6.04,Very Good,D,SI1,Very Good,Good,65.5,65,1.02
597,Emerald,125511,7.06,Very Good,J,VS1,Excellent,Excellent,67.8,64,1.42
598,Round,125345,5.73,Ideal,I,VS2,Excellent,Excellent,61.0,59,1
599,Round,125341,3.11,Ideal,F,IF,Excellent,Excellent,60.3,61,1.01
600,Round,125271,5.02,Ideal,F,SI1,Excellent,Excellent,62.7,57,1.01
601,Round,125140,3.1,Ideal,E,VVS1,Excellent,Excellent,62.2,56,1
602,Round,124772,5.0,Ideal,E,SI1,Excellent,Excellent,63.0,56,1.01
603,Pear,124664,5.02,Very Good,H,VS1,Excellent,Very Good,62.0,61,1.51
604,Heart,124660,4.46,Very Good,D,VS1,Excellent,Excellent,59.8,57,0.84
605,Round,124604,5.01,Ideal,G,SI1,Excellent,Excellent,61.4,59,1
606,Pear,124356,7.05,Good,J,VS2,Very Good,Excellent,55.6,67,1.44
607,Round,124028,3.01,Ideal,E,VVS1,Very Good,Very Good,60.5,57,1.01
608,Emerald,123979,4.01,Very Good,E,IF,Excellent,Excellent,67.2,65,1.33
609,Round,123889,4.15,Ideal,E,VS2,Excellent,Excellent,61.7,58,1
610,Round,123849,4.06,Ideal,G,VVS2,Excellent,Excellent,62.2,57,1
611,Emerald,123672,6.01,Good,H,VS2,Excellent,Excellent,70.3,66,1.38
612,Emerald,123609,5.7,Very Good,H,VVS2,Very Good,Very Good,67.7,64,1.05
613,Pear,123576,3.01,Good,D,IF,Excellent,Very Good,55.0,56,1.58
614,Emerald,123483,4.01,Very Good,F,VS1,Very Good,Very Good,69.4,66,1.49
615,Pear,123472,3.57,Good,E,VVS2,Very Good,Very Good,55.3,56,1.48
616,Round,123405,4.64,Ideal,H,VS1,Excellent,Excellent,62.2,57,1
617,Emerald,123247,5.01,Very Good,F,SI1,Excellent,Very Good,63.7,64,1.33
618,Round,123116,4.05,Very Good,G,VS1,Very Good,Good,63.6,61,1.02
619,Cushion,123013,4.5,Good,G,VS1,Excellent,Very Good,69.6,60,1.01
620,Princess,123009,6.0,Very Good,G,SI1,Excellent,Very Good,71.1,72,1.02
621,Cushion,122832,4.04,Very Good,F,VVS2,Excellent,Very Good,65.0,58,1.05
622,Emerald,122811,5.01,Very Good,H,VS2,Excellent,Very Good,66.8,65,1.34
623,Round,122760,4.57,Ideal,H,VVS2,Excellent,Excellent,62.2,57,1
624,Round,122651,2.61,Ideal,D,FL,Excellent,Excellent,61.4,58,1.01
625,Radiant,122513,4.12,Very Good,E,VS1,Very Good,Good,60.8,70,1.17
626,Round,122509,5.01,Ideal,H,VS2,Excellent,Excellent,61.6,55,1
627,Round,122349,4.51,Ideal,H,VS1,Excellent,Excellent,61.4,59,1
628,Radiant,122336,5.01,Very Good,E,SI1,Excellent,Excellent,67.8,68,1.3
629,Cushion,122234,5.22,Very Good,F,VS2,Excellent,Very Good,69.0,61,1.12
630,Emerald,122114,5.01,Very Good,H,VS1,Very Good,Very Good,60.0,72,1.36
631,Oval,121920,4.01,Very Good,F,VVS2,Very Good,Very Good,63.2,62,1.3
632,Pear,121901,6.57,Very Good,J,VS1,Very Good,Very Good,59.3,58,1.58
633,Cushion,121653,4.5,Very Good,D,VS2,Excellent,Excellent,69.5,63,1.09
634,Cushion,121579,3.08,Good,D,IF,Very Good,Very Good,72.4,57,1.36
635,Pear,121475,6.01,Very Good,H,SI1,Excellent,Excellent,63.1,56,1.56
636,Round,121416,5.01,Ideal,E,VS2,Excellent,Excellent,62.0,55,1.01
637,Round,121373,3.23,Ideal,F,IF,Excellent,Excellent,62.1,57,1.01
638,Cushion,121351,5.37,Very Good,G,VS2,Excellent,Excellent,65.5,64,1.04
639,Round,121348,3.56,Ideal,D,VS2,Excellent,Excellent,61.0,57,1.01
640,Round,121302,3.02,Ideal,D,VVS2,Excellent,Excellent,61.6,59,1.01
641,Emerald,121291,6.08,Very Good,I,VS2,Excellent,Excellent,68.5,63,1.33
642,Cushion,121284,5.03,Very Good,G,VS2,Excellent,Excellent,67.0,63,1.11
643,Round,121059,4.16,Ideal,G,VS1,Excellent,Excellent,61.0,59,1.01
644,Oval,120900,3.01,Good,D,IF,Excellent,Good,55.6,65,1.46
645,Round,120759,4.07,Ideal,G,VS1,Excellent,Excellent,61.5,57,1
646,Round,120669,5.01,Ideal,G,VS1,Excellent,Excellent,62.2,57,1
647,Marquise,120610,3.15,Very Good,D,FL,Excellent,Excellent,57.9,59,2.07
648,Radiant,120547,6.05,Very Good,H,SI1,Very Good,Good,71.8,62,1.26
